codigo1;descricao1;codigo2;descricao2;codigo3;descricao3;codigo4;descricao4;est_atend;Un_med;Un_con;Fator;Est_aqui;Capacidade;Ciclo;Velocidade;Acessorios
PRP077;CABOS;BT0063;SUPERPRO;9033;CABO EXTENSOR CHAPA ACO 3 METROS 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;9050;RODO ALUMIN 50CM BORR IMPLES S/CABO 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;9056;RODO ALUM 50CM BOR DUPLA S/CABO 1X6;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;9058;RODO ALUMINIO 70CM BORR DUPLA S/CABO 1X6;;;;;;1;;;;;
PRP003;BALDES;BT0063;SUPERPRO;9068;CJ BALDE/ESPREMEDOR DIV.AGUAS 20LT 1X1;;;;;;1;;;;;
PRP003;BALDES;BT0063;SUPERPRO;9076;CJ BALDE ESPREM. VERTICAL PLAST 15L 1X1;;;;;;1;;;;;
PRP078;CARROS;BT0013;LINHA PROFISSIONAL;9160;CARRO FUNCIONAL PLASTICO C/BOLSA 1X1;;;;;;1;;;;;
PRP040;MOPS E SUPORTE;BT0063;SUPERPRO;9207;MOP PO ACRILICO SINTETICO 60CM 1X12;;;;;;1;;;;;
PRP040;MOPS E SUPORTE;BT0063;SUPERPRO;9210;MOP PO ALGODAO NATURAL 80CM 1X12;;;;;;1;;;;;
PRP040;MOPS E SUPORTE;BT0063;SUPERPRO;9215;ARMACAO METALICA P/MOP PO 60CM 1X6;;;;;;1;;;;;
PRP040;MOPS E SUPORTE;BT0063;SUPERPRO;9216;ARMACAO METALICA P/MOP PO 80CM 1X6;;;;;;1;;;;;
PRP003;BALDES;BT0063;SUPERPRO;9230;SUPERPRO BALDE PLASTICO 14L 1X6;;;;;;1;;;;;
PRP047;PAS;BT0063;SUPERPRO;9260;PA COLETORA SUPERPRO C/CABO 1X12;;;;;;1;;;;;
PRP009;LIMPEZA;BT0035;CARROS;9282;CARRO FUNCIONAL HOSPIT CIH-03 MX500 1X1;;;;;;1;;;;;
PRP046;PANOS;BT0008;ESFREBOM;9301;PANO SEK MULTIUSO AZUL 1X50;;;;;;1;;;;;
PRP025;ESPONJAS;BT0064;ATLAS;9420;ATLAS FIBRA SINTETICA LIMPEZA BETTACO;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9500;FIBRA LIMP. BETTACO 1X20X10;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9504;FIBRA LIMP. USO LEVE 102X260 1X10X10;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9506;FIBRA LIMP. PESADA 102X260 1X10X10;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9508;FIBRA LIMP. BETTACO 102X260 1X10X10;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9509;FIBRA LIMP. LEVE AZUL 102X260 1X10X10;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9513;FIBRA ASF CINZA 260X102-1X10X10 GRAO400;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9515;SUPORTE PLAST MANUAL P/BETTACO 1X10;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9516;SUPORTE PLAST P/FIBRA ABRAS BT/LT 1X10;;;;;;1;;;;;
PRP025;ESPONJAS;BT0063;SUPERPRO;9519;ESPONJA ESTER LA - ATLAS;;;;;;1;;;;;
PRP028;FIBRAS;BT0063;SUPERPRO;9521;FIBRA SLIM BETTACO FINA 1X20X10;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;11412;NOVICA ESCOVA ADAPT PLASTICA 1X12X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;11518;NOVICA ESCOVA BETTAJEANS PLAST 1X12X18;;;;;;1;;;;;
PRP021;ESCOVAS;BT0061;BRILHUS;15115;BRILHUS ESCOVA SANIT VASSOURITA 1X12X15;;;;;;1;;;;;
PRP052;RADICAL COLOR;OR0004;RADICAL COLOR;21231;ORGANIZADOR PLASTICO MED ALTO VD 30L;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;21526;NOVICA ESCOVA PROTEGE UNHA PLAST 1X12X26;;;;;;1;;;;;
PRP077;CABOS;BT0064;ATLAS;25211;ATLAS CABO TELESCOPIO DE ACO 720 MM 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0064;ATLAS;25212;ATLAS CABO TELESCOPIO DE ACO 2 M S/ CONE;;;;;;1;;;;;
PRP077;CABOS;BT0064;ATLAS;25213;CABO TELESCOPICO ATLAS 1700 3 METROS 1X6;;;;;;1;;;;;
PRP077;CABOS;BT0064;ATLAS;25216;CABO EXTENSOR 1300 1,6 M;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;45012;ESFREBOM ESPONJA MULTIC/12ABRASIV1X10X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;45020;ESFREBOM ESPONJA MULTI TIRAS ABRASIV6X20;;;;;;1;;;;;
PRP025;ESPONJAS;BT0061;BRILHUS;45103;BRILHUS ESPONJA MULTI C/3 ABRASIV1X120CJ;;;;;;1;;;;;
PRP025;ESPONJAS;BT0061;BRILHUS;45110;BRILHUS ESPONJA MULTI PACK C/10 1X12X10;;;;;;1;;;;;
PRP025;ESPONJAS;BT0061;BRILHUS;45120;BRILHUS ESPONJA MULTIUSO EM TIRAS 6X20;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;45212;ESFREBOM ESPONJA PROT UNHAS C/12 1X10X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;45612;ESFREBOM ESPONJA NAO RISCA C/12 1X10X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;46412;SLOW FUN ESPONJA BANHO PU C/12 1X10X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;46512;SLOW PROTECT ESPONJA BANHO C/12 1X10X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;46612;SLOW ACTIVE ESPONJA ABRAS C/12 1X10X12##;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;46712;SLOW BETTA ESPONJA BANHO C/12 1X12X12#;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;47312;SFREG ESFREBOM LIMPA TUDO - 1 X 10 X 12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;47512;SFREG ESFREBOM ESFREGAO - 1 X 10 X 12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;47812;ESFREBOM SFREG ESPONJA DUPLA FAC 1X10X12;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0024;NOVICA;48912;NOVICA DESENTUPI PIAS RALO PLAST 1X12X12;;;;;;1;;;;;
PRP046;PANOS;BT0008;ESFREBOM;49055;ESFREBOM PANO MULTIUSO ALMOF AZUL 1X25;;;;;;1;;;;;
PRP046;PANOS;BT0008;ESFREBOM;49056;ESFREBOM PANO MULTIUSO ALMOF VERMEL 1X25;;;;;;1;;;;;
PRP046;PANOS;BT0008;ESFREBOM;49057;ESFREBOM PANO MULTIUSO ALMOF VERDE 1X25;;;;;;1;;;;;
PRP046;PANOS;BT0008;ESFREBOM;49065;ESFREBOM PANO MULTIUSO ROLO AZUL 1X24;;;;;;1;;;;;
PRP046;PANOS;BT0008;ESFREBOM;49066;ESFREBOM PANO MULTIUSO ROLO VERMEL 1X24;;;;;;1;;;;;
PRP051;QUIMICOS;BT0067;PURPIC;78102;REFIL LIMP SANIT OCEANO 2 BASTAO 1X12;;;;;;1;;;;;
PRP051;QUIMICOS;BT0067;PURPIC;78202;REFIL LIMP SANIT LAVANDA 2 BASTAO 1X12;;;;;;1;;;;;
PRP051;QUIMICOS;BT0067;PURPIC;78302;REFIL LIMP SANIT NATUREZA 2 BASTAO 1X12;;;;;;1;;;;;
PRP021;ESCOVAS;BT0010;SLOW;85012;SLOW RELAX ESCOVA BANHO PLAST 1X12X12;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;90502;REFIL BORRACHA RODO ALUM 70CM 1X36;;;;;;1;;;;;
PRP055;RODOS;BT0063;SUPERPRO;90503;REFIL BORRACHA RODO ALUM 50CM 1X36;;;;;;1;;;;;
PRP074;CASAR;SR0017;VIZIA;93310;COPO PLASTICO SANREMO 260ML;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;98810;NOVICA VASSOURA ANGULAR C/CABO 1 X 10;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;98812;NOVICA VASSOURA ANGULAR C/CABO 1 X 12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;98815;NOVICA VASSOURA ANGULAR C/CABO 1 X 15;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0008;ESFREBOM;321012;ESFREBOM CORDA P/VARAL PLAST 10M 1X12X12;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0008;ESFREBOM;321512;ESFREBOM CORDA P/VARAL PLAST 15M 1X12X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;450120;ESFREBOM ESPONJA MULTI UNI ABRASIV 1X120;;;;;;1;;;;;
PRP025;ESPONJAS;BT0061;BRILHUS;451122;BRILHUS ESPONJA MULTIUSO UNITARIA 1X120;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;468467;SLOW MASSAGEM C/ BETTABANHO 1X24;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;476120;SFREG TEFLON - 1 X 120;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;888402;NOVICA VASSOURA CANTOS C/CABO 1 X 24;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0063;SUPERPRO;988010;NOVICA VASSOURA CANTOS C/CABO;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;4503160;ESFREBOM ESPONJA MULTIUSO 3 UNI 1X160CJ;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;4503240;ESFREBOM ESPONJA MULTIUSO 3 UNI 1X60X4CJ;;;;;;1;;;;;
PRP025;ESPONJAS;BT0008;ESFREBOM;4503452;ESFREBOM MULTI C/PROT UNHAS GRATIS 1X80;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;4673464;BETTABANHO C/ ESPONJA INFANTIL 1X24;;;;;;1;;;;;
PRP084;BRILHUS;BT0022;QUIMICOS;7500451;SABAO PASTA-BRILHUS C/ESPONJA PROM-1X18;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;10001BT;VASSOURA RETA MACIA - 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;100164BQ;VASSOURA RETA RIGIDA - 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;100164BT;VASSOURA RETA RIGIDA - 1X12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;1002BQ;VASSOURA TIPO PELO VARRY 1000 - 1 X 12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0024;NOVICA;1002E;VASSOURA VARRY 1002E 1 x 12;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0024;NOVICA;1002EX;NOVICA VASSOURA VARRY1000 C/CABO 1X12;;;;;;1;;;;;
PRP025;ESPONJAS;BT0010;SLOW;102/1W;SLOW PROTECTION-1X60;;;;;;1;;;;;
PRP066;VASSOURAS PELO;BT0052;MARCA PROPRIA;102164BQ;VASSOURA VARRY1000 C/CABO 1X12;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0008;ESFREBOM;107E;LIMPADOR DE PERSIANAS MICROFIBRA 1X12;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0008;ESFREBOM;108E;ESPANADOR MICROFIBRA LONGO - 1X6;;;;;;1;;;;;
PRP001;ACESSORIOS;BT0008;ESFREBOM;110E;ZIG ZAG LUVA MAGICA MICROFIBRAS - 1X6;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;111E;ESCOVA REC REC LONGO ALCANCE - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;111EX;ESCOVA REC REC LONGO ALCANCE - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;112E;ESCOVA REC REC AZULEJOS E CANTOS,1 X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;112EX;NOVICA ESCOVA CANTOS PLASTICA 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;113E;ESCOVA REC REC COZINHA - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;113EX;NOVICA ESCOVA LONG ALCANCE PLASTICA 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;114E;ESCOVA ESFREGONA - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;114EX;NOVICA ESCOVA ADAPT PLASTICA 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;115E;ESCOVA OVAL BETTA JEANS - 1 X 36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;115EX;NOVICA ESCOVA BETTAJEANS PLASTICA 1X36;;;;;;1;;;;;
PRP021;ESCOVAS;BT0024;NOVICA;116E;ESCOVA BETTAJEANS GRANDE - 1X36;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;1182E;ESCOVAO PEGA FORTE - 1 X 12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0024;NOVICA;1182EX;NOVICA ESCOVAO C/ CABO 1X12;;;;;;1;;;;;
PRP067;VASSOURAS SINTETICAS;BT0052;MARCA PROPRIA;118BQ;ESCOVAO PEGA FORTE - 1 X 18;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;120164BQ;PA E ESCOVA - 1 X 12;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;120BQ;PA E ESCOVA - 1 X 12;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;120EX;NOVICA PA CLIPA E ESCOVA PLASTICA 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1212E;RODO VAI E VEM 500MM - 1X12;;;;;;1;;;;;
PRP047;PAS;BT0052;MARCA PROPRIA;121425BQ;CONJ PA&ESCOVA 120ESCOVAS 114/250 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0023;RODOS;1251E;RODO BALLENA 30 CM - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1252E;RODO BALLENA 30 CM - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1252EX;NOVICA RODO BALLENA PLAST C/CABO P 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1262E;RODO BALLENA 40 CM - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1262EX;NOVICA RODO BALLENA PLAST C/CABO M 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1272E;RODO VAI & VEM - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1272EX;NOVICA RODO VAI VEM PLAST C/CABO P 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1282E;RODO VAI E VEM - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1282EX;NOVICA RODO VAI VEM PLAST C/CABO M 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1292E;RODO PUSH CX.CJ - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1292EX;NOVICA RODO MAX ADERENCIA C/CABO P 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0052;MARCA PROPRIA;1292MS;NOVICA RODO MAX ADERENCIA C/CABO P 1X12;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;12EX;NOVICA PA DE ACO 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000/4G;LUVAS MULTIUSO LATEX QUALITY STANDARD;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000/4M;LUVAS MULTIUSO LATEX QUALITY STANDARD;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000/4P;LUVAS MULTIUSO LATEX QUALITY STANDARD;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000BG;ESFREBOM LUVA MULTIUSO G LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000BGE;LUVA SEK MULTIUSO G 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000BM;ESFREBOM LUVA MULTIUSO M LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000BME;LUVA SEK MULTIUSO M 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000BP;ESFREBOM LUVA MULTIUSO P LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13000BPE;LUVA SEK MULTIUSO P 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13001EG;LUVA LATEX SILVER PLUS EXTRA GRANDE;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13001G;LUVAS VERNIZ SILVER QUALITY STANDARD;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13001M;ESFREBOM LUVA FASHION U;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002/4G;LUVAS NITRILICA QUALITY STANDARD G 1X48#;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002/4M;LUVAS NITRILICA QUALITY STANDARD M 1X48#;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002/4P;LUVAS NITRILICA QUALITY STANDARD P 1X48#;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002BG;ESFREBOM LUVA COZINHA G LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002BGE;LUVA SEK MAIOR SENSIBILIDADE G 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002BM;ESFREBOM LUVA COZINHA M LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002BME;LUVA SEK MAIOR SENSIBILIDADE M 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002BP;ESFREBOM LUVA COZINHA P LATEX 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13002BPE;LUVA SEK MAIOR SENSIBILIDADE P 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13004BG;ESFREBOM LUVA DESCART G VINIL 10PAR 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13004BGE;LUVA SEK MAIOR DESCARTAVEL G 1X600;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13004BM;ESFREBOM LUVA DESCART VINIL 20UNI 1X12##;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13004BME;LUVA SEK MAIOR DESCARTAVEL M 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13004BP;ESFREBOM LUVA DESCART P VINIL 10PAR 1X12;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13004BPE;LUVA SEK MAIOR DESCARTAVEL P 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13006BG;LUVA SEK COM FRAGRANCIA MACA G 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13006BM;LUVA SEK COM FRAGRANCIA MACA M 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13006BP;LUVA SEK COM FRAGRANCIA MACA P 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13008BG;LUVA SEK JARDIM G 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13008BM;LUVA SEK JARDIM M 1X60;;;;;;1;;;;;
PRP079;LUVAS;BT0008;ESFREBOM;13008BP;LUVA SEK JARDIM P 1X60;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1302E;RODO PUSH CX.CJ - 1 X 12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1302EX;NOVICA RODO MAXIMA ADEREN C/CABO M 1X12;;;;;;1;;;;;
PRP055;RODOS;BT0024;NOVICA;1312E;RODO PUSH GRANDE-1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1322E;MOP ZIG ZAG ALGODAO - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1322EX;NOVICA MOP ESFREGAO ALGODAO C/CABO  1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;132R;NOVICA REFIL MOP ESFREGAO ALGODAO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;132RE;REFIL MOP ZIG ZAG ALGODAO - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;132REX;NOVICA REFIL MOP ESFREGAO ALGODAO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;1332AR;MOP ESFREGAO MESCLA - 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;133R;REFIL MOP ESFREGAO MESCLA ZIG ZAG-1X12;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;1342AR;LUSTRADOR ALGODAO - 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1342E;LUSTRADOR ZIGZAG ALGODAO - 1 X 6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1342EX;NOVICA MOP TIRA PO ALGODAO C/CABO  1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;134R;NOVICA REFIL MOP TIRA PO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;134RE;REFIL ZIGZAG ALGODAO - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;134REX;NOVICA REFIL MOP TIRA PO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1352E;LUSTRADOR ZIGZAG ESFREBOM - 1 X 6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1352EX;NOVICA MOP ABRASIVO C/CABO 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;135R;NOVICA REFIL MOP ABRASIVO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;135RE;REFIL ZIGZAG ESFREBOM 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;136134BQ;REFIL 136REFIL 134C/BASE 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1362E;LUSTRADOR ZIGZAG LA - 1 X 6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1362EX;NOVICA MOP LUSTRADOR LA SINTE C/CABO 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;136R;NOVICA REFIL MOP LUSTRADOR LA SINT 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;136RE;REFIL ZIGZAG LA - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1373E;MOP SEKITO LIMPA VIDROS 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;137R;REFIL MOP SEKITO LIMPA VIDROS 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;137RE;REFIL MOP SEKITO LIMPA VIDROS 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1382E;ZIGZAG MOP - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1382EX;NOVICA MOP ESFREGAO LIMPATUD C/CABO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;13830BQ;MOP E REFIL ZIG ZAG 1X30 DISPLAY;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;138412EX;ZIGZAG BALDE COM ESCORREDOR - 1 X 12;;;;;;1;;;;;
PRP003;BALDES;BT0052;MARCA PROPRIA;138412XP;ZIGZAG BALDE COM ESCORREDOR - 1 X 12;;;;;;1;;;;;
PRP003;BALDES;BT0052;MARCA PROPRIA;1384BQ;BALDE COM ESCORREDOR - 1 X 12;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;1384E;ZIGZAG BALDE COM ESCORREDOR - 1 X 6;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;1384EX;NOVICA BALDE PLASTICO C/ ESCORRE 14L 1X6;;;;;;1;;;;;
PRP003;BALDES;BT0024;NOVICA;1386E;BALDE ZIG ZAG 10L - 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1388R;REFIL P/ MOP BALDE TWISTER S/PEDAL 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;138R;NOVICA REFIL MOP ESFREGAO LIMPATUDO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0052;MARCA PROPRIA;138RBT;ZIGZAG MOP REFIL - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;138RE;ZIGZAG MOP REFIL - 1 X 12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;138REX;NOVICA REFIL MOP ESFREGAO LIMPATUDO 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1392E;NOVICA MOP SPONGI ESPONJA C/CABO 1X12;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;140E;PA JEITOSA CANGURU - 1 X 6;;;;;;1;;;;;
PRP047;PAS;BT0024;NOVICA;140EX;NOVICA PA COLETORA PLASTICA C/ CABO 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1412E;MOP LUSTRADOR MICROFIBRAS ZIG ZAG - 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;141R;REFIL MOP LUSTRADOR MICROFIBRAS 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;141RE;MOP MICROFIBRAS ZIG ZAG REFIL - 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;142R;REFIL MOP LUSTRADOR LONGO ALCANCE 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1432E;MOP ESFREGAO MICROFIBRAS ZIG ZAG - 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;143R;NOVICA REFIL MOP ESFREGAO MICROFIBR 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;143RE;MOP MICROFIBRAS ZIG ZAG REFIL - 1X12;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1442144R;MOP SEKITO REFIL ZIGZAG REFIL GRATIS 1X6;;;;;;1;;;;;
PRP138;MOP;BT0024;NOVICA;1442144R1;NOVICA MOP SEKITO LEV MAIS PAG MENOS 1X6;;;;;;1;;;;;
